index,r,g,b,soundFreq,octave,note,noteClass,audioClass
2517,0,75,100,570.85,5,1,C#,highMidrange,
2518,0,105,140,604.79,5,2,D,highMidrange,
2519,0,135,180,640.75,5,3,D#,highMidrange,
2520,0,165,220,678.86,5,4,E,highMidrange,
2521,5,192,255,721.78,5,5,F,highMidrange,
2522,45,202,255,761.99,5,6,F#,highMidrange,
2523,85,213,255,808.23,5,7,G,highMidrange,
2524,125,222,255,855.31,5,8,G#,highMidrange,
2525,165,233,255,906.68,5,8,G#,highMidrange,
2526,205,242,255,959.48,5,10,A#,highMidrange,
2527,0,8,20,1018.55,6,11,B,lowTreble,
2528,0,23,60,1077.62,6,0,C,lowTreble,
2529,0,38,100,1141.1,6,1,C#,lowTreble,
2530,0,54,140,1210.22,6,2,D,lowTreble,
2531,0,69,180,1281.51,6,3,D#,lowTreble,
2532,0,84,220,1357.0,6,4,E,lowTreble,
2533,5,101,255,1436.4,6,5,F,lowTreble,
2534,45,125,255,1523.3,6,6,F#,lowTreble,
2535,85,150,255,1613.88,6,7,G,lowTreble,
2536,125,175,255,1710.61,6,8,G#,lowTreble,
2537,165,200,255,1813.14,6,8,G#,lowTreble,
2538,205,224,255,1920.1,6,10,A#,lowTreble,
2539,10,0,17,2038.23,7,11,B,midTreble,
2540,30,0,52,2156.36,7,0,C,midTreble,
2541,50,0,86,2283.39,7,1,C#,midTreble,
2542,70,0,120,2419.16,7,2,D,midTreble,
2543,90,0,155,2565.74,7,3,D#,midTreble,
2544,110,0,189,2716.84,7,4,E,midTreble,
2545,130,0,223,2876.9,7,5,F,midTreble,
2546,150,3,255,3056.59,7,6,F#,midTreble,
2547,164,37,255,3231.1,7,7,G,midTreble,
2548,178,71,255,3419.2,7,8,G#,midTreble,
2549,193,106,255,3629.02,7,8,G#,midTreble,
2550,207,140,255,3842.42,7,10,A#,midTreble,
2551,10,0,14,4078.93,7,11,B,midTreble,
2552,31,0,43,4315.44,8,0,C,highTreble,
2553,51,0,71,4566.78,8,1,C#,highTreble,
2554,71,0,99,4835.46,8,2,D,highTreble,
2555,92,0,128,5129.02,8,3,D#,highTreble,
2556,112,0,156,5430.83,8,4,E,highTreble,
2557,132,0,185,5753.78,8,5,F,highTreble,
2558,152,0,213,6088.59,8,6,F#,highTreble,
2559,173,0,242,6462.21,8,7,G,highTreble,
2560,187,15,255,6842.44,8,8,G#,highTreble,
2561,195,43,255,7243.65,8,9,A,highTreble,
2562,203,71,255,7668.06,8,10,A#,highTreble,
2563,97,0,0,22.48,0,5,F,lowBass,
2564,255,0,0,44.95,1,5,F,midBass,
2565,255,136,0,89.91,2,5,F,highBass,
2566,255,238,0,179.81,3,5,F,lowMidrange,
2567,111,255,0,359.61,4,5,F,midMidrange,
2568,0,191,255,719.23,5,5,F,highMidrange,
2569,0,98,255,1438.23,6,5,F,lowTreble,
2570,128,0,219,2876.9,7,5,F,midTreble,
2571,130,0,181,5753.78,8,5,F,highTreble,
2572,97,0,0,22.48,0,5,F,lowBass,
2573,255,0,0,44.95,1,5,F,midBass,
2574,255,137,0,89.8,2,5,F,highBass,
2575,255,239,0,179.7,3,5,F,lowMidrange,
2576,112,255,0,359.5,4,5,F,midMidrange,
2577,0,192,255,719.12,5,5,F,highMidrange,
2578,0,97,255,1438.34,6,5,F,lowTreble,
2579,126,0,219,2877.12,7,5,F,midTreble,
2580,131,0,181,5753.67,8,5,F,highTreble,
2581,15,0,0,16.35,0,0,C,lowBass,
2582,31,0,0,17.32,0,1,C#,lowBass,
2583,45,0,0,18.35,0,2,D,lowBass,
2584,61,0,0,19.45,0,3,D#,lowBass,
2585,76,0,0,20.6,0,4,E,lowBass,
2586,91,0,0,21.83,0,5,F,lowBass,
2587,107,0,0,23.12,0,6,F#,lowBass,
2588,121,0,0,24.5,0,7,G,lowBass,
2589,137,0,0,25.96,0,8,G#,lowBass,
2590,152,0,0,27.5,0,9,A,lowBass,
2591,167,0,0,29.14,0,10,A#,lowBass,
2592,183,0,0,30.87,0,11,B,lowBass,
2593,40,0,0,32.7,1,0,C,midBass,
2594,80,0,0,34.65,1,1,C#,midBass,
2595,120,0,0,36.71,1,2,D,midBass,
2596,160,0,0,38.89,1,3,D#,midBass,
2597,200,0,0,41.2,1,4,E,midBass,
2598,240,0,0,43.65,1,5,F,midBass,
2599,255,25,25,46.25,1,6,F#,midBass,
2600,255,65,65,49.0,1,7,G,midBass,
2601,255,105,105,55.91,1,8,G#,midBass,
2602,255,145,145,55.0,1,7,G,midBass,
2603,255,185,185,58.27,1,10,A#,midBass,
2604,255,225,225,61.74,1,11,B,midBass,
2605,40,21,0,65.41,2,0,C,highBass,
2606,80,43,0,69.3,2,1,C#,highBass,
2607,120,64,0,73.42,2,2,D,highBass,
2608,160,85,0,77.78,2,3,D#,highBass,
2609,200,107,0,82.41,2,4,E,highBass,
2610,240,128,0,87.31,2,5,F,highBass,
2611,255,148,25,92.5,2,6,F#,highBass,
2612,255,166,65,98.0,2,7,G,highBass,
2613,255,185,105,103.83,2,8,G#,highBass,
2614,255,204,145,110.0,2,8,G#,highBass,
2615,255,222,185,116.54,2,10,A#,highBass,
2616,255,241,225,123.47,2,10,A#,highBass,
2617,40,37,0,130.81,3,0,C,lowMidrange,
2618,80,75,0,138.59,3,1,C#,lowMidrange,
2619,120,112,0,146.83,3,2,D,lowMidrange,
2620,160,150,0,155.56,3,3,D#,lowMidrange,
2621,200,187,0,164.81,3,4,E,lowMidrange,
2622,240,224,0,174.61,3,5,F,lowMidrange,
2623,255,240,25,185.0,3,6,F#,lowMidrange,
2624,255,242,65,196.0,3,7,G,lowMidrange,
2625,255,245,105,207.65,3,8,G#,lowMidrange,
2626,255,248,145,220.0,3,8,G#,lowMidrange,
2627,255,250,185,233.08,3,10,A#,lowMidrange,
2628,255,253,225,246.94,3,11,B,lowMidrange,
2629,17,40,0,261.63,4,0,C,midMidrange,
2630,35,80,0,277.18,4,1,C#,midMidrange,
2631,52,120,0,293.66,4,2,D,midMidrange,
2632,69,160,0,311.13,4,3,D#,midMidrange,
2633,87,200,0,329.63,4,4,E,midMidrange,
2634,104,240,0,349.23,4,5,F,midMidrange,
2635,125,255,25,369.99,4,6,F#,midMidrange,
2636,147,255,65,392.0,4,7,G,midMidrange,
2637,170,255,105,415.3,4,8,G#,midMidrange,
2638,193,255,145,440.0,4,8,G#,midMidrange,
2639,215,255,185,466.16,4,9,A,midMidrange,
2640,238,255,225,493.88,4,10,A#,midMidrange,
2641,0,30,40,523.25,5,0,C,highMidrange,
2642,0,60,80,554.37,5,1,C#,highMidrange,
2643,0,90,120,587.33,5,2,D,highMidrange,
2644,0,120,160,622.25,5,3,D#,highMidrange,
2645,0,150,200,659.25,5,4,E,highMidrange,
2646,0,180,240,698.46,5,5,F,highMidrange,
2647,25,197,255,739.99,5,6,F#,highMidrange,
2648,65,207,255,783.99,5,7,G,highMidrange,
2649,105,217,255,830.61,5,8,G#,highMidrange,
2650,145,227,255,880.0,5,8,G#,highMidrange,
2651,185,238,255,932.33,5,10,A#,highMidrange,
2652,225,247,255,987.77,5,11,B,highMidrange,
2653,0,15,40,1046.5,6,0,C,lowTreble,
2654,0,31,80,1108.73,6,1,C#,lowTreble,
2655,0,46,120,1174.66,6,2,D,lowTreble,
2656,0,61,160,1244.51,6,3,D#,lowTreble,
2657,0,77,200,1318.51,6,4,E,lowTreble,
2658,0,92,240,1396.91,6,5,F,lowTreble,
2659,25,113,255,1479.98,6,6,F#,lowTreble,
2660,65,138,255,1567.98,6,7,G,lowTreble,
2661,105,163,255,1661.22,6,8,G#,lowTreble,
2662,145,187,255,1760.0,6,8,G#,lowTreble,
2663,185,212,255,1864.66,6,10,A#,lowTreble,
2664,225,236,255,1975.53,6,11,B,lowTreble,
2665,20,0,34,2093.0,7,0,C,midTreble,
2666,40,0,69,2217.46,7,1,C#,midTreble,
2667,60,0,103,2349.32,7,2,D,midTreble,
2668,80,0,137,2489.0,7,3,D#,midTreble,
2669,100,0,171,2637.0,7,4,E,midTreble,
2670,120,0,206,2793.83,7,5,F,midTreble,
2671,140,0,240,2959.96,7,6,F#,midTreble,
2672,157,19,255,3135.96,7,7,G,midTreble,
2673,171,54,255,3322.44,7,8,G#,midTreble,
2674,186,88,255,3520.0,7,8,G#,midTreble,
2675,200,122,255,3729.31,7,10,A#,midTreble,
2676,214,157,255,3951.0,7,11,B,midTreble,
2677,20,0,28,4186.0,8,0,C,highTreble,
2678,41,0,57,4434.92,8,1,C#,highTreble,
2679,61,0,85,4698.63,8,2,D,highTreble,
2680,81,0,114,4978.0,8,3,D#,highTreble,
2681,102,0,142,5274.0,8,4,E,highTreble,
2682,122,0,170,5587.65,8,4,E,highTreble,
2683,143,0,199,5919.91,8,6,F#,highTreble,
2684,163,0,227,6271.93,8,7,G,highTreble,
2685,183,1,255,6644.88,8,8,G#,highTreble,
2686,191,29,255,7040.0,8,9,A,highTreble,
2687,199,58,255,7458.62,8,10,A#,highTreble,
2688,207,86,255,7902.13,8,11,B,highTreble,
2689,23,0,0,16.84,0,0,C,lowBass,
2690,38,0,0,17.84,0,1,C#,lowBass,
2691,54,0,0,18.97,0,2,D,lowBass,
2692,68,0,0,19.99,0,3,D#,lowBass,
2693,84,0,0,21.26,0,4,E,lowBass,
2694,99,0,0,22.48,0,5,F,lowBass,
2695,114,0,0,23.81,0,6,F#,lowBass,
2696,129,0,0,25.23,0,7,G,lowBass,
2697,144,0,0,26.68,0,8,G#,lowBass,
2698,160,0,0,28.37,0,9,A,lowBass,
2699,175,0,0,30.01,0,10,A#,lowBass,
2700,20,0,0,31.79,0,11,B,lowBass,
2701,60,0,0,33.68,1,0,C,midBass,
2702,100,0,0,35.68,1,1,C#,midBass,
2703,140,0,0,37.8,1,2,D,midBass,
2704,180,0,0,40.05,1,3,D#,midBass,
2705,220,0,0,42.43,1,4,E,midBass,
2706,255,5,5,44.65,1,5,F,midBass,
2707,255,45,45,47.63,1,6,F#,midBass,
2708,255,85,85,52.46,1,7,G,midBass,
2709,255,125,125,55.46,1,7,G,midBass,
2710,255,165,165,56.64,1,8,G#,midBass,
2711,255,205,205,60.01,1,10,A#,midBass,
2712,20,11,0,63.68,1,11,B,midBass,
2713,60,32,0,67.36,2,0,C,highBass,
2714,100,53,0,71.33,2,1,C#,highBass,
2715,140,75,0,75.64,2,2,D,highBass,
2716,180,96,0,80.1,2,3,D#,highBass,
2717,220,117,0,84.82,2,4,E,highBass,
2718,255,138,5,89.91,2,5,F,highBass,
2719,255,157,45,95.25,2,6,F#,highBass,
2720,255,176,85,100.96,2,7,G,highBass,
2721,255,194,125,106.86,2,8,G#,highBass,
2722,255,213,165,113.27,2,8,G#,highBass,
2723,255,232,205,120.06,2,10,A#,highBass,
2724,20,19,0,127.38,2,11,B,highBass,
2725,60,56,0,134.7,3,0,C,lowMidrange,
2726,100,93,0,142.66,3,1,C#,lowMidrange,
2727,140,131,0,151.2,3,2,D,lowMidrange,
2728,180,168,0,160.12,3,3,D#,lowMidrange,
2729,220,205,0,169.65,3,4,E,lowMidrange,
2730,255,238,5,180.92,3,5,F,lowMidrange,
2731,255,241,45,190.5,3,6,F#,lowMidrange,
2732,255,244,85,201.96,3,7,G,lowMidrange,
2733,255,246,125,213.68,3,8,G#,lowMidrange,
2734,255,249,165,226.54,3,8,G#,lowMidrange,
2735,255,252,205,240.17,3,10,A#,lowMidrange,
2736,9,20,0,254.79,3,11,B,lowMidrange,
2737,26,60,0,269.41,4,0,C,midMidrange,
2738,43,100,0,285.28,4,1,C#,midMidrange,
2739,61,140,0,302.55,4,2,D,midMidrange,
2740,78,180,0,320.38,4,3,D#,midMidrange,
2741,95,220,0,339.26,4,4,E,midMidrange,
2742,113,255,5,359.1,4,5,F,midMidrange,
2743,136,255,45,381.0,4,6,F#,midMidrange,
2744,159,255,85,403.83,4,7,G,midMidrange,
2745,181,255,125,427.45,4,8,G#,midMidrange,
2746,204,255,165,453.08,4,8,G#,midMidrange,
2747,227,255,205,480.24,4,10,A#,midMidrange,
2748,0,15,20,509.53,5,11,B,highMidrange,
2749,0,45,60,538.81,5,0,C,highMidrange,
2750,0,75,100,570.85,5,1,C#,highMidrange,
2751,0,105,140,604.79,5,2,D,highMidrange,
2752,0,135,180,640.75,5,3,D#,highMidrange,
2753,0,165,220,678.86,5,4,E,highMidrange,
2754,5,192,255,721.78,5,5,F,highMidrange,
2755,45,202,255,761.99,5,6,F#,highMidrange,
2756,85,213,255,808.23,5,7,G,highMidrange,
2757,125,222,255,855.31,5,8,G#,highMidrange,
2758,165,233,255,906.68,5,8,G#,highMidrange,
2759,205,242,255,959.48,5,10,A#,highMidrange,
2760,0,8,20,1018.55,6,11,B,lowTreble,
2761,0,23,60,1077.62,6,0,C,lowTreble,
2762,0,38,100,1141.1,6,1,C#,lowTreble,
2763,0,54,140,1210.22,6,2,D,lowTreble,
2764,0,69,180,1281.51,6,3,D#,lowTreble,
2765,0,84,220,1357.0,6,4,E,lowTreble,
2766,5,101,255,1436.4,6,5,F,lowTreble,
2767,45,125,255,1523.3,6,6,F#,lowTreble,
2768,85,150,255,1613.88,6,7,G,lowTreble,
2769,125,175,255,1710.61,6,8,G#,lowTreble,
2770,165,200,255,1813.14,6,8,G#,lowTreble,
2771,205,224,255,1920.1,6,10,A#,lowTreble,
2772,10,0,17,2038.23,7,11,B,midTreble,
2773,30,0,52,2156.36,7,0,C,midTreble,
2774,50,0,86,2283.39,7,1,C#,midTreble,
2775,70,0,120,2419.16,7,2,D,midTreble,
2776,90,0,155,2565.74,7,3,D#,midTreble,
2777,110,0,189,2716.84,7,4,E,midTreble,
2778,130,0,223,2876.9,7,5,F,midTreble,
2779,150,3,255,3056.59,7,6,F#,midTreble,
2780,164,37,255,3231.1,7,7,G,midTreble,
2781,178,71,255,3419.2,7,8,G#,midTreble,
2782,193,106,255,3629.02,7,8,G#,midTreble,
2783,207,140,255,3842.42,7,10,A#,midTreble,
2784,10,0,14,4078.93,7,11,B,midTreble,
2785,31,0,43,4315.44,8,0,C,highTreble,
2786,51,0,71,4566.78,8,1,C#,highTreble,
2787,71,0,99,4835.46,8,2,D,highTreble,
2788,92,0,128,5129.02,8,3,D#,highTreble,
2789,112,0,156,5430.83,8,4,E,highTreble,
2790,132,0,185,5753.78,8,5,F,highTreble,
2791,152,0,213,6088.59,8,6,F#,highTreble,
2792,173,0,242,6462.21,8,7,G,highTreble,
2793,187,15,255,6842.44,8,8,G#,highTreble,
2794,195,43,255,7243.65,8,9,A,highTreble,
2795,203,71,255,7668.06,8,10,A#,highTreble,
2796,97,0,0,22.48,0,5,F,lowBass,
2797,255,0,0,44.95,1,5,F,midBass,
2798,255,136,0,89.91,2,5,F,highBass,
2799,255,238,0,179.81,3,5,F,lowMidrange,
2800,111,255,0,359.61,4,5,F,midMidrange,
2801,0,191,255,719.23,5,5,F,highMidrange,
2802,0,98,255,1438.23,6,5,F,lowTreble,
2803,128,0,219,2876.9,7,5,F,midTreble,
2804,130,0,181,5753.78,8,5,F,highTreble,
2805,97,0,0,22.48,0,5,F,lowBass,
2806,255,0,0,44.95,1,5,F,midBass,
2807,255,137,0,89.8,2,5,F,highBass,
2808,255,239,0,179.7,3,5,F,lowMidrange,
2809,112,255,0,359.5,4,5,F,midMidrange,
2810,0,192,255,719.12,5,5,F,highMidrange,
2811,0,97,255,1438.34,6,5,F,lowTreble,
2812,126,0,219,2877.12,7,5,F,midTreble,
2813,131,0,181,5753.67,8,5,F,highTreble,
2814,15,0,0,16.35,0,0,C,lowBass,
2815,31,0,0,17.32,0,1,C#,lowBass,
2816,45,0,0,18.35,0,2,D,lowBass,
2817,61,0,0,19.45,0,3,D#,lowBass,
2818,76,0,0,20.6,0,4,E,lowBass,
2819,91,0,0,21.83,0,5,F,lowBass,
2820,107,0,0,23.12,0,6,F#,lowBass,
2821,121,0,0,24.5,0,7,G,lowBass,
2822,137,0,0,25.96,0,8,G#,lowBass,
2823,152,0,0,27.5,0,9,A,lowBass,
2824,167,0,0,29.14,0,10,A#,lowBass,
2825,183,0,0,30.87,0,11,B,lowBass,
2826,40,0,0,32.7,1,0,C,midBass,
2827,80,0,0,34.65,1,1,C#,midBass,
2828,120,0,0,36.71,1,2,D,midBass,
2829,160,0,0,38.89,1,3,D#,midBass,
2830,200,0,0,41.2,1,4,E,midBass,
2831,240,0,0,43.65,1,5,F,midBass,
2832,255,25,25,46.25,1,6,F#,midBass,
2833,255,65,65,49.0,1,7,G,midBass,
2834,255,105,105,55.91,1,8,G#,midBass,
2835,255,145,145,55.0,1,7,G,midBass,
2836,255,185,185,58.27,1,10,A#,midBass,
2837,255,225,225,61.74,1,11,B,midBass,
2838,40,21,0,65.41,2,0,C,highBass,
2839,80,43,0,69.3,2,1,C#,highBass,
2840,120,64,0,73.42,2,2,D,highBass,
2841,160,85,0,77.78,2,3,D#,highBass,
2842,200,107,0,82.41,2,4,E,highBass,
2843,240,128,0,87.31,2,5,F,highBass,
2844,255,148,25,92.5,2,6,F#,highBass,
2845,255,166,65,98.0,2,7,G,highBass,
2846,255,185,105,103.83,2,8,G#,highBass,
2847,255,204,145,110.0,2,8,G#,highBass,
2848,255,222,185,116.54,2,10,A#,highBass,
2849,255,241,225,123.47,2,10,A#,highBass,
2850,40,37,0,130.81,3,0,C,lowMidrange,
2851,80,75,0,138.59,3,1,C#,lowMidrange,
2852,120,112,0,146.83,3,2,D,lowMidrange,
2853,160,150,0,155.56,3,3,D#,lowMidrange,
2854,200,187,0,164.81,3,4,E,lowMidrange,
2855,240,224,0,174.61,3,5,F,lowMidrange,
2856,255,240,25,185.0,3,6,F#,lowMidrange,
2857,255,242,65,196.0,3,7,G,lowMidrange,
2858,255,245,105,207.65,3,8,G#,lowMidrange,
2859,255,248,145,220.0,3,8,G#,lowMidrange,
2860,255,250,185,233.08,3,10,A#,lowMidrange,
2861,255,253,225,246.94,3,11,B,lowMidrange,
2862,17,40,0,261.63,4,0,C,midMidrange,
2863,35,80,0,277.18,4,1,C#,midMidrange,
2864,52,120,0,293.66,4,2,D,midMidrange,
2865,69,160,0,311.13,4,3,D#,midMidrange,
2866,87,200,0,329.63,4,4,E,midMidrange,
2867,104,240,0,349.23,4,5,F,midMidrange,
2868,125,255,25,369.99,4,6,F#,midMidrange,
2869,147,255,65,392.0,4,7,G,midMidrange,
2870,170,255,105,415.3,4,8,G#,midMidrange,
2871,193,255,145,440.0,4,8,G#,midMidrange,
2872,215,255,185,466.16,4,9,A,midMidrange,
2873,238,255,225,493.88,4,10,A#,midMidrange,
2874,0,30,40,523.25,5,0,C,highMidrange,
2875,0,60,80,554.37,5,1,C#,highMidrange,
2876,0,90,120,587.33,5,2,D,highMidrange,
2877,0,120,160,622.25,5,3,D#,highMidrange,
2878,0,150,200,659.25,5,4,E,highMidrange,
2879,0,180,240,698.46,5,5,F,highMidrange,
2880,25,197,255,739.99,5,6,F#,highMidrange,
2881,65,207,255,783.99,5,7,G,highMidrange,
2882,105,217,255,830.61,5,8,G#,highMidrange,
2883,145,227,255,880.0,5,8,G#,highMidrange,
2884,185,238,255,932.33,5,10,A#,highMidrange,
2885,225,247,255,987.77,5,11,B,highMidrange,
2886,0,15,40,1046.5,6,0,C,lowTreble,
2887,0,31,80,1108.73,6,1,C#,lowTreble,
2888,0,46,120,1174.66,6,2,D,lowTreble,
2889,0,61,160,1244.51,6,3,D#,lowTreble,
2890,0,77,200,1318.51,6,4,E,lowTreble,
2891,0,92,240,1396.91,6,5,F,lowTreble,
2892,25,113,255,1479.98,6,6,F#,lowTreble,
2893,65,138,255,1567.98,6,7,G,lowTreble,
2894,105,163,255,1661.22,6,8,G#,lowTreble,
2895,145,187,255,1760.0,6,8,G#,lowTreble,
2896,185,212,255,1864.66,6,10,A#,lowTreble,
2897,225,236,255,1975.53,6,11,B,lowTreble,
2898,20,0,34,2093.0,7,0,C,midTreble,
2899,40,0,69,2217.46,7,1,C#,midTreble,
2900,60,0,103,2349.32,7,2,D,midTreble,
2901,80,0,137,2489.0,7,3,D#,midTreble,
2902,100,0,171,2637.0,7,4,E,midTreble,
2903,120,0,206,2793.83,7,5,F,midTreble,
2904,140,0,240,2959.96,7,6,F#,midTreble,
2905,157,19,255,3135.96,7,7,G,midTreble,
2906,171,54,255,3322.44,7,8,G#,midTreble,
2907,186,88,255,3520.0,7,8,G#,midTreble,
2908,200,122,255,3729.31,7,10,A#,midTreble,
2909,214,157,255,3951.0,7,11,B,midTreble,
2910,20,0,28,4186.0,8,0,C,highTreble,
2911,41,0,57,4434.92,8,1,C#,highTreble,
2912,61,0,85,4698.63,8,2,D,highTreble,
2913,81,0,114,4978.0,8,3,D#,highTreble,
2914,102,0,142,5274.0,8,4,E,highTreble,
2915,122,0,170,5587.65,8,4,E,highTreble,
2916,143,0,199,5919.91,8,6,F#,highTreble,
2917,163,0,227,6271.93,8,7,G,highTreble,
2918,183,1,255,6644.88,8,8,G#,highTreble,
2919,191,29,255,7040.0,8,9,A,highTreble,
2920,199,58,255,7458.62,8,10,A#,highTreble,
2921,207,86,255,7902.13,8,11,B,highTreble,
2922,23,0,0,16.84,0,0,C,lowBass,
2923,38,0,0,17.84,0,1,C#,lowBass,
2924,54,0,0,18.97,0,2,D,lowBass,
2925,68,0,0,19.99,0,3,D#,lowBass,
2926,84,0,0,21.26,0,4,E,lowBass,
2927,99,0,0,22.48,0,5,F,lowBass,
2928,114,0,0,23.81,0,6,F#,lowBass,
2929,129,0,0,25.23,0,7,G,lowBass,
2930,144,0,0,26.68,0,8,G#,lowBass,
2931,160,0,0,28.37,0,9,A,lowBass,
2932,175,0,0,30.01,0,10,A#,lowBass,
2933,20,0,0,31.79,0,11,B,lowBass,
2934,60,0,0,33.68,1,0,C,midBass,
2935,100,0,0,35.68,1,1,C#,midBass,
2936,140,0,0,37.8,1,2,D,midBass,
2937,180,0,0,40.05,1,3,D#,midBass,
2938,220,0,0,42.43,1,4,E,midBass,
2939,255,5,5,44.65,1,5,F,midBass,
2940,255,45,45,47.63,1,6,F#,midBass,
2941,255,85,85,52.46,1,7,G,midBass,
2942,255,125,125,55.46,1,7,G,midBass,
2943,255,165,165,56.64,1,8,G#,midBass,
2944,255,205,205,60.01,1,10,A#,midBass,
2945,20,11,0,63.68,1,11,B,midBass,
2946,60,32,0,67.36,2,0,C,highBass,
2947,100,53,0,71.33,2,1,C#,highBass,
2948,140,75,0,75.64,2,2,D,highBass,
2949,180,96,0,80.1,2,3,D#,highBass,
2950,220,117,0,84.82,2,4,E,highBass,
2951,255,138,5,89.91,2,5,F,highBass,
2952,255,157,45,95.25,2,6,F#,highBass,
2953,255,176,85,100.96,2,7,G,highBass,
2954,255,194,125,106.86,2,8,G#,highBass,
2955,255,213,165,113.27,2,8,G#,highBass,
2956,255,232,205,120.06,2,10,A#,highBass,
2957,20,19,0,127.38,2,11,B,highBass,
2958,60,56,0,134.7,3,0,C,lowMidrange,
2959,100,93,0,142.66,3,1,C#,lowMidrange,
2960,140,131,0,151.2,3,2,D,lowMidrange,
2961,180,168,0,160.12,3,3,D#,lowMidrange,
2962,220,205,0,169.65,3,4,E,lowMidrange,
2963,255,238,5,180.92,3,5,F,lowMidrange,
2964,255,241,45,190.5,3,6,F#,lowMidrange,
2965,255,244,85,201.96,3,7,G,lowMidrange,
2966,255,246,125,213.68,3,8,G#,lowMidrange,
2967,255,249,165,226.54,3,8,G#,lowMidrange,
2968,255,252,205,240.17,3,10,A#,lowMidrange,
2969,9,20,0,254.79,3,11,B,lowMidrange,
2970,26,60,0,269.41,4,0,C,midMidrange,
2971,43,100,0,285.28,4,1,C#,midMidrange,
2972,61,140,0,302.55,4,2,D,midMidrange,
2973,78,180,0,320.38,4,3,D#,midMidrange,
2974,95,220,0,339.26,4,4,E,midMidrange,
2975,113,255,5,359.1,4,5,F,midMidrange,
2976,136,255,45,381.0,4,6,F#,midMidrange,
2977,159,255,85,403.83,4,7,G,midMidrange,
2978,181,255,125,427.45,4,8,G#,midMidrange,
2979,204,255,165,453.08,4,8,G#,midMidrange,
2980,227,255,205,480.24,4,10,A#,midMidrange,
2981,0,15,20,509.53,5,11,B,highMidrange,
2982,0,45,60,538.81,5,0,C,highMidrange,
2983,0,75,100,570.85,5,1,C#,highMidrange,
2984,0,105,140,604.79,5,2,D,highMidrange,
2985,0,135,180,640.75,5,3,D#,highMidrange,
2986,0,165,220,678.86,5,4,E,highMidrange,
2987,5,192,255,721.78,5,5,F,highMidrange,
2988,45,202,255,761.99,5,6,F#,highMidrange,
2989,85,213,255,808.23,5,7,G,highMidrange,
2990,125,222,255,855.31,5,8,G#,highMidrange,
2991,165,233,255,906.68,5,8,G#,highMidrange,
2992,205,242,255,959.48,5,10,A#,highMidrange,
2993,0,8,20,1018.55,6,11,B,lowTreble,
2994,0,23,60,1077.62,6,0,C,lowTreble,
2995,0,38,100,1141.1,6,1,C#,lowTreble,
2996,0,54,140,1210.22,6,2,D,lowTreble,
2997,0,69,180,1281.51,6,3,D#,lowTreble,
2998,0,84,220,1357.0,6,4,E,lowTreble,
2999,5,101,255,1436.4,6,5,F,lowTreble,
3000,45,125,255,1523.3,6,6,F#,lowTreble,
3001,85,150,255,1613.88,6,7,G,lowTreble,
3002,125,175,255,1710.61,6,8,G#,lowTreble,
3003,165,200,255,1813.14,6,8,G#,lowTreble,
3004,205,224,255,1920.1,6,10,A#,lowTreble,
3005,10,0,17,2038.23,7,11,B,midTreble,
3006,30,0,52,2156.36,7,0,C,midTreble,
3007,50,0,86,2283.39,7,1,C#,midTreble,
3008,70,0,120,2419.16,7,2,D,midTreble,
3009,90,0,155,2565.74,7,3,D#,midTreble,
3010,110,0,189,2716.84,7,4,E,midTreble,
3011,130,0,223,2876.9,7,5,F,midTreble,
3012,150,3,255,3056.59,7,6,F#,midTreble,
3013,164,37,255,3231.1,7,7,G,midTreble,
3014,178,71,255,3419.2,7,8,G#,midTreble,
3015,193,106,255,3629.02,7,8,G#,midTreble,
3016,207,140,255,3842.42,7,10,A#,midTreble,
3017,10,0,14,4078.93,7,11,B,midTreble,
3018,31,0,43,4315.44,8,0,C,highTreble,
3019,51,0,71,4566.78,8,1,C#,highTreble,
3020,71,0,99,4835.46,8,2,D,highTreble,
3021,92,0,128,5129.02,8,3,D#,highTreble,
3022,112,0,156,5430.83,8,4,E,highTreble,
3023,132,0,185,5753.78,8,5,F,highTreble,
3024,152,0,213,6088.59,8,6,F#,highTreble,
3025,173,0,242,6462.21,8,7,G,highTreble,
3026,187,15,255,6842.44,8,8,G#,highTreble,
3027,195,43,255,7243.65,8,9,A,highTreble,
3028,203,71,255,7668.06,8,10,A#,highTreble,
3029,97,0,0,22.48,0,5,F,lowBass,
3030,255,0,0,44.95,1,5,F,midBass,
3031,255,136,0,89.91,2,5,F,highBass,
3032,255,238,0,179.81,3,5,F,lowMidrange,
3033,111,255,0,359.61,4,5,F,midMidrange,
3034,0,191,255,719.23,5,5,F,highMidrange,
3035,0,98,255,1438.23,6,5,F,lowTreble,
3036,128,0,219,2876.9,7,5,F,midTreble,
3037,130,0,181,5753.78,8,5,F,highTreble,
3038,97,0,0,22.48,0,5,F,lowBass,
3039,255,0,0,44.95,1,5,F,midBass,
3040,255,137,0,89.8,2,5,F,highBass,
3041,255,239,0,179.7,3,5,F,lowMidrange,
3042,112,255,0,359.5,4,5,F,midMidrange,
3043,0,192,255,719.12,5,5,F,highMidrange,
3044,0,97,255,1438.34,6,5,F,lowTreble,
3045,126,0,219,2877.12,7,5,F,midTreble,
3046,131,0,181,5753.67,8,5,F,highTreble,
3047,15,0,0,16.35,0,0,C,lowBass,
3048,31,0,0,17.32,0,1,C#,lowBass,
3049,45,0,0,18.35,0,2,D,lowBass,
3050,61,0,0,19.45,0,3,D#,lowBass,
